Subject,Question,Option A,Option B,Option C,Option D,Correct Option,Difficulty,,,,
Physics,The main function of a fuse is to,reduce voltage,increase current,prevent overheating,store energy,C,Household Circuits,Hard,,,
Physics,The change in momentum of a body of mass 2 kg whose velocity changes from 3 m/s to 7 m/s is,4 kg m/s,8 kg m/s,10 kg m/s,14 kg m/s,C,Force,Hard,,,
Physics,A body is moving with uniform velocity. The net force acting on it is,maximum,minimum,zero,infinite,C,Force,Hard,,,
Physics,The work done by gravity on a freely falling body is,positive,negative,zero,variable,A,Work Energy Power,Hard,,,
Physics,The kinetic energy of a body is doubled when its velocity becomes,√2 times,2 times,4 times,half,A,Work Energy Power,Hard,,,
Physics,One joule is equal to,1 N m,1 kg m² s⁻²,both A and B,1 W s,C,Work Energy Power,Hard,,,
Physics,A machine is said to be efficient if,output > input,output = input,output < input,efficiency > 100%,B,Power,Hard,,,
Physics,A real image is formed by a convex lens when the object is placed,between F and O,at F,beyond F,at O,C,Light,Hard,,,
Physics,The magnification produced by a plane mirror is,–1,1,less than 1,greater than 1,B,Light,Hard,,,
Physics,"When a ray passes from air to glass, it bends",away from normal,towards normal,along the surface,backward,B,Light,Hard,,,
Physics,The refractive index of a medium depends on,wavelength of light,density,temperature,all of these,D,Light,Hard,,,
Physics,Sound waves are,transverse,longitudinal,electromagnetic,mechanical transverse,B,Sound,Hard,,,
Physics,The pitch of a sound depends on its,amplitude,frequency,velocity,wavelength,B,Sound,Hard,,,
Physics,The speed of sound is maximum in,air,water,vacuum,steel,D,Sound,Hard,,,
Physics,Two resistors R and 2R are connected in series. The ratio of current through them is,01:02,02:01,01:01,depends on voltage,C,Electricity,Hard,,,
Physics,Electrical power is given by,VI,I²R,V²/R,all of these,D,Electricity,Hard,,,
Physics,The resistance of a conductor increases when,length decreases,area increases,temperature increases,voltage decreases,C,Electricity,Hard,,,
Physics,The direction of induced current is given by,Fleming’s left-hand rule,Fleming’s right-hand rule,Maxwell’s rule,Ohm’s law,B,Magnetism,Hard,,,
Physics,The strength of an electromagnet increases when,current decreases,turns decrease,soft iron core is used,copper core is used,C,Magnetism,Hard,,,
Physics,The unit of magnetic field strength is,tesla,weber,ampere,henry,A,Magnetism,Hard,,,
Physics,The amount of heat required to raise the temperature of 1 kg of water by 1°C is,calorie,joule,specific heat,4200 J,D,Calorimetry,Hard,,,
Physics,The S.I. unit of specific heat capacity is,J kg⁻¹ K⁻¹,J K⁻¹,cal g⁻¹ °C⁻¹,W kg⁻¹,A,Calorimetry,Hard,,,
Physics,Which radiation has the maximum ionising power?,alpha,beta,gamma,X-rays,A,Radioactivity,Hard,,,
Physics,Radioactive decay is,affected by temperature,affected by pressure,affected by electric field,unaffected by external conditions,D,Radioactivity,Hard,,,
Physics,The earth wire in domestic wiring is connected to,live wire,neutral wire,metal body,fuse,C,Household Circuits,Hard,,,
Physics,A fuse wire is made of an alloy because it has,high melting point,low melting point,low resistance,high conductivity,B,Household Circuits,Hard,,,
Maths,The face value of a share is ₹100 and it is sold at ₹120. The share is said to be,at par,at discount,at premium,depreciated,C,Shares & Dividends,Hard,,,
Maths,"If a share of face value ₹10 is quoted at ₹8, the discount is",20%,25%,2%,₹ 2,A,Shares & Dividends,Hard,,,
Maths,The income from 50 shares of ₹100 each at 8% dividend is,₹ 400,₹ 500,₹ 800,"₹ 4,000",A,Shares & Dividends,Hard,,,
Maths,A person buys ₹100 shares at ₹125. The rate of return if the dividend is 10% is,8%,10%,12%,6%,A,Shares & Dividends,Hard,,,
Maths,The market value of a ₹50 share paying 12% dividend so as to give 15% return is,₹ 40,₹ 50,₹ 60,₹ 80,A,Shares & Dividends,Hard,,,
Maths,"If ₹8,000 is invested in ₹100 shares quoted at ₹80, the number of shares bought is",80,100,120,125,B,Shares & Dividends,Hard,,,
Maths,Dividend is always calculated on the,market value,face value,investment value,selling price,B,Shares & Dividends,Hard,,,
Maths,"GST payable on an article marked at ₹5,000 with a discount of 10% and GST rate 18% is",₹ 810,₹ 900,₹ 750,₹ 720,A,GST,Hard,,,
Maths,"If CGST and SGST are equal and total GST is 18%, then CGST is",6%,9%,12%,18%,B,GST,Hard,,,
Maths,The GST paid by a consumer is calculated on the,marked price,cost price,discounted price,selling price before discount,C,GST,Hard,,,
Maths,"An article is sold for ₹1,770 including 18% GST. The marked price before tax is","₹ 1,500","₹ 1,600","₹ 1,650","₹ 1,700",A,GST,Hard,,,
Maths,Input tax credit means,refund of tax,tax exemption,tax paid on purchases,tax on profit,C,GST,Hard,,,
Maths,"If the selling price of an article excluding GST is ₹2,000 and GST rate is 12%, the invoice value is","₹ 2,120","₹ 2,240","₹ 2,200","₹ 2,400",A,GST,Hard,,,
Maths,GST replaces,only VAT,VAT and excise duty,income tax,customs duty,B,GST,Hard,,,
Maths,"Simple interest on a sum for 3 years at 8% p.a. is ₹2,400. The principal is","₹ 8,000","₹ 9,000","₹ 10,000","₹ 12,000",C,Banking,Hard,,,
Maths,"The compound interest on ₹5,000 for 2 years at 10% p.a. compounded annually is","₹ 1,000","₹ 1,050","₹ 1,100","₹ 1,150",C,Banking,Hard,,,
Maths,"The amount on ₹8,000 for 2 years at 5% p.a. compounded annually is","₹ 8,800","₹ 8,820","₹ 8,840","₹ 8,400",B,Banking,Hard,,,
Maths,The difference between CI and SI on a sum for 2 years at 10% is ₹50. The principal is,"₹ 2,000","₹ 2,500","₹ 5,000","₹ 10,000",A,Banking,Hard,,,
Maths,"If interest is compounded half-yearly, the rate becomes",half,double,unchanged,adjusted per period,D,Banking,Hard,,,
Maths,"A sum amounts to ₹12,100 in 2 years at 10% p.a. compounded annually. The principal is","₹ 10,000","₹ 11,000","₹ 12,000","₹ 9,000",A,Banking,Hard,,,
Maths,Simple interest on a sum for 4 years at 5% p.a. is equal to the principal. The rate of interest is,20%,25%,5%,6.25%,A,Banking,Hard,,,
Maths,Compound interest is always,less than SI,equal to SI,greater than SI,zero,C,Banking,Hard,,,
Maths,"If the rate of interest is 0%, the amount is always",zero,principal,double,infinite,B,Banking,Hard,,,
Maths,The formula for compound interest is,PRT,P(1+R/100)ⁿ,P(1−R/100)ⁿ,P + RT,B,Banking,Hard,,,
Maths,For what value of k will the equation x² + kx + 9 = 0 have equal roots?,6,–6,±6,9,C,Quadratic Equations,Hard,,,
Maths,"If α and β are the roots of 3x² – 5x + 2 = 0, then α + β equals",2/3,5/3,3/2,2,B,Quadratic Equations,Hard,,,
Maths,"If one root of x² + px – 6 = 0 is 2, the value of p is",1,–1,–5,5,B,Quadratic Equations,Hard,,,
Maths,"The 20th term of the AP 7, 13, 19, … is",121,127,133,139,C,Arithmetic Progression,Hard,,,
Maths,The sum of the first n terms of an AP is 5n² + 3n. The common difference is,5,8,10,13,C,Arithmetic Progression,Hard,,,
Maths,"If the 3rd and 7th terms of an AP are 14 and 30 respectively, the common difference is",3,4,5,6,B,Arithmetic Progression,Hard,,,
Maths,"If tan θ = 5/12 where θ is acute, sin θ equals",5/13,12/13,13/5,12/5,A,Trigonometry,Hard,,,
Maths,The value of (sin²30° + cos²60°) is,1,1/2,3/4,1/4,B,Trigonometry,Hard,,,
Maths,"If sin A = cos B and A + B = 90°, then A equals",30°,45°,60°,90°,B,Trigonometry,Hard,,,
Maths,"The distance between points (–2, 3) and (4, –3) is",√52,√72,√68,√48,C,Coordinate Geometry,Hard,,,
Maths,"The coordinates of the midpoint of the line joining (–6, 4) and (2, –8) are","(–2, –2)","(–4, –4)","(–2, –4)","(–4, –2)",A,Coordinate Geometry,Hard,,,
Maths,"The area of a triangle with vertices (1,2), (3,6), (5,10) is",4,6,8,0,D,Coordinate Geometry,Hard,,,
Maths,The angle subtended by a diameter at a point on the circle is,acute,obtuse,right angle,reflex,C,Geometry (Circles),Hard,,,
Maths,Tangents drawn from an external point to a circle are,equal,unequal,parallel,perpendicular,A,Geometry (Circles),Hard,,,
Maths,The length of the tangent from a point 10 cm away from the centre of a circle of radius 6 cm is,6 cm,8 cm,4 cm,10 cm,B,Geometry (Circles),Hard,,,
Maths,The ratio of volumes of two spheres is 27 : 8. The ratio of their radii is,03:02,02:03,27:08:00,09:04,A,Mensuration,Hard,,,
Maths,The curved surface area of a cylinder is given by,πr²h,2πrh,πr²,2πr²,B,Mensuration,Hard,,,
Maths,The mean of the first 10 natural numbers is,5,5.5,6,10,B,Statistics,Hard,,,
Maths,"If each observation in a data set is multiplied by 3, the mean becomes",unchanged,tripled,increased by 3,squared,B,Statistics,Hard,,,
Maths,"The mean of 8 observations is 15. If one observation 25 is replaced by 9, the new mean is",13,14,15,16,A,Statistics,Hard,,,
Maths,The probability of getting a number divisible by 3 when a die is thrown is,1/6,1/3,1/2,2/3,B,Probability,Hard,,,
Maths,The probability of an impossible event is,1,0,–1,undefined,B,Probability,Hard,,,
Maths,A card is drawn from a deck. The probability that it is a king is,1/13,1/26,1/52,4/13,A,Probability,Hard,,,
Maths,"The determinant of the matrix [[2,3],[4,6]] is",6,12,0,–6,C,Matrices,Hard,,,
Maths,The solution of 3x – 7 < 2 is,x < 3,x > 3,x < 5,x > 5,A,Linear Inequations,Hard,,,
Chemistry,Electrolysis is the process of,Passing electricity through metals,Passing electricity through electrolyte,Heating compounds,Chemical combination,B,Electrolysis,Medium,,,
Chemistry,"During electrolysis, oxidation occurs at",Anode,Cathode,Electrolyte,Both electrodes,A,Electrolysis,Medium,,,
Chemistry,Which ion migrates towards the cathode?,Anion,Cation,Neutral atom,Molecule,B,Electrolysis,Hard,,,
Chemistry,"In electrolysis of acidulated water, the gas collected at cathode is",Oxygen,Hydrogen,Carbon dioxide,Nitrogen,B,Electrolysis,Medium,,,
Chemistry,Electrolysis of molten lead bromide produces lead at the,Cathode,Anode,Electrolyte surface,Both electrodes,A,Electrolysis,Hard,,,
Chemistry,Which substance is added to water to make it a good electrolyte?,Sodium chloride,Sulphuric acid,Sodium hydroxide,Copper sulphate,B,Electrolysis,Hard,,,
Chemistry,Which type of compounds undergo electrolysis easily?,Covalent compounds,Ionic compounds,Organic compounds,Neutral compounds,B,Electrolysis,Medium,,,
Chemistry,One mole of any substance contains,6.023 × 10²³ atoms,6.023 × 10²² atoms,1 gram atoms,22.4 dm³ only,A,Mole Concept,Medium,,,
Chemistry,Molar mass of CO₂ is,12 g,28 g,32 g,44 g,D,Mole Concept,Medium,,,
Chemistry,Number of moles present in 11 g of CO₂ is,0.25,0.5,1,2,A,Mole Concept,Hard,,,
Chemistry,Mass of 0.5 mole of oxygen gas is,8 g,16 g,32 g,64 g,A,Mole Concept,Medium,,,
Chemistry,How many molecules are present in 18 g of water?,6.023 × 10²³,3.011 × 10²³,1.2046 × 10²⁴,9.03 × 10²²,A,Mole Concept,Hard,,,
Chemistry,Mass of hydrogen required to react completely with 16 g of oxygen is,1 g,2 g,4 g,8 g,B,Stoichiometry,Hard,,,
Chemistry,Which law is used in stoichiometric calculations?,Law of conservation of mass,Law of constant proportions,Law of multiple proportions,Avogadro’s law,A,Stoichiometry,Medium,,,
Chemistry,"If 44 g of CO₂ is formed, the mass of oxygen used is",16 g,28 g,32 g,44 g,B,Stoichiometry,Hard,,,
Biology,Birth rate is defined as number of live births per,100 population per year,1000 population per year,Total population,Women of reproductive age,B,Population,Medium,,,
Biology,Which factor is most responsible for rapid human population growth?,Increased birth rate,Improved sanitation,Industrialisation,Migration,B,Population,Hard,,,
Biology,Population density is expressed as,Number of individuals,Individuals per unit area,Birth rate per year,Death rate per year,B,Population,Medium,,,
Biology,Which age group contributes maximum to population growth?,Pre-reproductive,Reproductive,Post-reproductive,Infant,B,Population,Hard,,,
Biology,Eutrophication of water bodies is caused by excess of,Nitrates and phosphates,Carbon dioxide,Ozone,Sulphur dioxide,A,Pollution,Medium,,,
Biology,Which pollutant is responsible for bio-magnification?,Carbon dioxide,DDT,Sulphur dioxide,Nitrogen oxides,B,Pollution,Hard,,,
Biology,Acid rain is mainly caused by oxides of,Sodium and calcium,Carbon and nitrogen,Sulphur and nitrogen,Oxygen and hydrogen,C,Pollution,Medium,,,
Biology,The earliest human-like ancestor was,Homo sapiens,Homo habilis,Australopithecus,Neanderthal,C,Human Evolution,Medium,,,
Biology,Which feature distinguishes Homo sapiens from other hominids?,Opposable thumb,Upright posture,Large cranial capacity,Use of tools,C,Human Evolution,Hard,,,
Biology,Neanderthal man is known for,Bipedal movement,Large brain size,Use of fire,Stone tools,B,Human Evolution,Hard,,,
Biology,Which plant hormone promotes cell elongation?,Auxin,Gibberellin,Cytokinin,Ethylene,A,Chemical Coordination in Plants,Medium,,,
Biology,Apical dominance in plants is due to,Auxin,Cytokinin,Gibberellin,Abscisic acid,A,Chemical Coordination in Plants,Hard,,,
Biology,Which hormone is responsible for fruit ripening?,Auxin,Gibberellin,Ethylene,Cytokinin,C,Chemical Coordination in Plants,Hard,,,
Biology,The light reaction of photosynthesis takes place in,Stroma,Grana,Mitochondria,Cytoplasm,B,Photosynthesis,Medium,,,
Biology,Which factor does NOT directly affect rate of photosynthesis?,Light intensity,Carbon dioxide concentration,Chlorophyll content,Atmospheric pressure,D,Photosynthesis,Hard,,,
Physics,The mechanical advantage of a machine is defined as the ratio of,resistance force to effort force,effort force to resistance force,distance moved by load to distance moved by effort,work done by machine to work done on machine,A,Machines,Medium,,,
Physics,"A block and tackle system has 4 pulleys. If the effort is 50 N,  the ideal mechanical advantage is",4,8,2,16,B,Machines,Hard,,,
Physics,"If a machine has an efficiency of 60% and input work is 200 J, output work is",100 J,120 J,140 J,160 J,B,Machines,Hard,,,
Physics,"In a lever,  the effort arm and load arm ratio is 3:1. The mechanical advantage is",3,1,0.33,9,A,Machines,Medium,,,
Physics,The velocity ratio of a machine is 5 and mechanical advantage is 4. Its efficiency is,80%,90%,75%,70%,A,Machines,Hard,,,
Physics,Which region of the electromagnetic spectrum is used in television remote controls?,Gamma rays,Microwaves,Infrared,Ultraviolet,C,Spectrum,Medium,,,
Physics,The type of electromagnetic waves used in sterilisation and killing bacteria is,Infrared,Visible light,Ultraviolet,Microwaves,C,Spectrum,Hard,,,
Physics,The region of spectrum used for RADAR systems is,Radio waves,X-rays,UV rays,Gamma rays,A,Spectrum,Medium,,,
Physics,X-rays are primarily used for,Communication,Sterilisation,Medical imaging,Broadcasting,C,Spectrum,Hard,,,
Physics,Which EM wave has the shortest wavelength?,Radio waves,Microwaves,Visible light,Gamma rays,D,Spectrum,Medium,,,
Physics,In a household circuit the fuse wire protects against,Low voltage,High resistance,Overcurrent,Short circuit,A,Household Circuits,Medium,,,
Physics,A circuit has two bulbs in series and one in parallel to the supply. If one bulb in the series burns out, the others,All go off,Only the parallel one remains lit,Only series ones remain lit,B,Household Circuits,Hard,,,
Physics,Why are switches connected to the live wire and not the neutral?,To prevent current flow,For safety to cut off live supply,Neutral never carries current,To increase resistance,B,Household Circuits,Hard,,,
Physics,A current of 2 A flows through a conductor for 3 minutes. The quantity of charge that passes through the conductor is,360 C,180 C,120 C,240 C,A,Current (Numericals),Hard,,,
Physics,"If a lamp of resistance 60 Ω draws a current of 0.5 A,  the potential difference across it is",30 V,60 V,90 V,120 V,A,Current (Numericals),Hard,,,
Physics,A: Newton’s third law is applicable only when bodies are in contact. R: Action and reaction forces act on different bodies,Both A and R true and R explains A,Both A and R true but R does not explain A,A true R false,A false R true,D,Force,Medium,,,
Physics,A: A body moving with uniform velocity has zero net force acting on it R: According to Newton’s first law force is required to maintain motion,Both A and R true and R explains A,Both A and R true but R does not explain A,A true R false,A false R true,C,Force,Hard,,,
Physics,A: A machine can never have efficiency greater than 100% R: Some energy is always lost in overcoming friction,Both A and R true and R explains A,Both A and R true but R does not explain A,A true R false,A false R true,A,Work Energy Power,Medium,,,
Physics,A: Mechanical advantage of a machine can be greater than velocity ratio R: Efficiency of a machine is always less than 1,Both A and R true and R explains A,Both A and R true but R does not explain A,A true R false,A false R true,B,Work Energy Power,Hard,,,
Physics,A: Heat always flows from a hotter body to a colder body R: Temperature is a measure of average kinetic energy of molecules,Both A and R true and R explains A,Both A and R true but R does not explain A,A true R false,A false R true,B,Heat,Medium,,,
Physics,A: Sea breeze blows during the day R: Land heats up faster than water,Both A and R true and R explains A,Both A and R true but R does not explain A,A true R false,A false R true,A,Heat,Hard,,,
Physics,A: Sound cannot travel through vacuum R: Sound waves require a material medium for propagation,Both A and R true and R explains A,Both A and R true but R does not explain A,A true R false,A false R true,A,Waves,Medium,,,
Physics,A: The speed of sound in air increases with temperature R: Increase in temperature decreases air density,Both A and R true and R explains A,Both A and R true but R does not explain A,A true R false,A false R true,B,Waves,Hard,,,
Physics,A: A ray of light bends towards the normal when entering a denser medium R: Speed of light decreases in a denser medium,Both A and R true and R explains A,Both A and R true but R does not explain A,A true R false,A false R true,A,Refraction of Light,Medium,,,
Physics,A: The refractive index of a medium depends on wavelength of light R: Speed of light in a medium varies with wavelength,Both A and R true and R explains A,Both A and R true but R does not explain A,A true R false,A false R true,A,Refraction of Light,Hard,,,
Physics,A: A convex lens can form a virtual image R: When the object is placed between optical centre and focus,Both A and R true and R explains A,Both A and R true but R does not explain A,A true R false,A false R true,A,Lenses,Medium,,,
Physics,A: A concave lens always produces a diminished image R: Its focal length is always negative,Both A and R true and R explains A,Both A and R true but R does not explain A,A true R false,A false R true,B,Lenses,Hard,,,
Physics,A: Electric power increases when resistance decreases for constant voltage R: P = V²/R,Both A and R true and R explains A,Both A and R true but R does not explain A,A true R false,A false R true,A,Current Electricity,Medium,,,
Physics,A: Electric current is same in all components connected in parallel R:Potential difference across each branch is same,Both A and R true and R explains A,Both A and R true but R does not explain A,A true R false,A false R true,D,Current Electricity,Hard,,,
Physics,A: A freely suspended magnet aligns itself in north-south direction R: Earth behaves like a giant magnet,Both A and R true and R explains A,Both A and R true but R does not explain A,A true R false,A false R true,A,Magnetism,Medium,,,
Physics,A: Magnetic field lines never intersect each other R: At intersection point direction of field becomes ambiguous,Both A and R true and R explains A,Both A and R true but R does not explain A,A true R false,A false R true,A,Magnetism,Hard,,,
Physics,What is the SI unit of force?,Newton,Joule,Watt,Pascal,A,,,,,
Physics,The speed of light in vacuum is approximately:,3 × 10^8 m/s,3 × 10^6 m/s,3 × 10^10 m/s,3 × 10^5 m/s,A,,,,,
Physics,According to Newton's third law:,Action and reaction are equal and opposite,Force equals mass times acceleration,Every object continues in motion,Energy is conserved,A,,,,,
Physics,The unit of electric current is:,Ampere,Volt,Ohm,Watt,A,,,,,
Physics,Which of the following is a vector quantity?,Speed,Distance,Velocity,Temperature,C,,,,,
Physics,The frequency of AC mains in India is:,50 Hz,60 Hz,100 Hz,220 Hz,A,,,,,
Physics,The principle of conservation of energy states that:,Energy can neither be created nor destroyed,Energy can be created,Energy can be destroyed,Energy remains constant,A,,,,,
Physics,The SI unit of power is:,Watt,Joule,Newton,Pascal,A,,,,,
Physics,Ohm's law relates:,"Voltage, current, and resistance",Power and energy,Force and acceleration,Work and time,A,,,,,
Physics,The refractive index of water is approximately:,1.33,1.00,1.50,2.42,A,,,,,
Physics,A concave lens is used to correct:,Myopia,Hypermetropia,Astigmatism,Presbyopia,A,,,,,
Physics,The unit of work is:,Joule,Watt,Newton,Pascal,A,,,,,
Physics,Sound cannot travel through:,Vacuum,Air,Water,Steel,A,,,,,
Physics,The acceleration due to gravity on Earth is:,9.8 m/s²,10 m/s²,9.8 km/s²,10 km/s²,A,,,,,
Physics,Which color of light has the maximum wavelength?,Red,Violet,Green,Blue,A,,,,,
Physics,An object at rest has:,Potential energy,Only kinetic energy,No energy,Both kinetic and potential energy,A,,,,,
Physics,The resistance of a conductor depends on:,"Length, area, and material",Only length,Only area,Only material,A,,,,,
Physics,Electromagnets are made of:,Soft iron,Steel,Copper,Aluminum,A,,,,,
Physics,The commercial unit of electrical energy is:,kWh,Watt,Joule,Newton,A,,,,,
Physics,Focal length of a convex lens is:,Positive,Negative,Zero,Infinite,A,,,,,
Chemistry,The chemical formula of water is:,H2O,H2O2,HO,H3O,A,,,,,
Chemistry,The pH of a neutral solution at 25°C is:,7,0,14,1,A,,,,,
Chemistry,Which gas is known as laughing gas?,N2O,NO2,NO,N2O5,A,,,,,
Chemistry,The atomic number of carbon is:,6,12,8,14,A,,,,,
Chemistry,Rusting of iron is an example of:,Oxidation,Reduction,Neutralization,Displacement,A,,,,,
Chemistry,The valency of oxygen is:,2,1,3,4,A,,,,,
Chemistry,Which among the following is an acidic oxide?,SO2,CaO,MgO,Na2O,A,,,,,
Chemistry,The molecular formula of methane is:,CH4,C2H6,C2H4,C3H8,A,,,,,
Chemistry,What is the main component of natural gas?,Methane,Ethane,Propane,Butane,A,,,,,
Chemistry,The process of converting a solid directly to gas is called:,Sublimation,Evaporation,Condensation,Melting,A,,,,,
Chemistry,Which metal is the best conductor of electricity?,Silver,Copper,Gold,Aluminum,A,,,,,
Chemistry,The chemical formula of common salt is:,NaCl,KCl,CaCl2,MgCl2,A,,,,,
Chemistry,What is the valency of sodium?,1,2,3,4,A,,,,,
Chemistry,The formula of sulphuric acid is:,H2SO4,HCl,HNO3,H2CO3,A,,,,,
Chemistry,Noble gases are found in group:,18,1,17,2,A,,,,,
Chemistry,The functional group in alcohols is:,-OH,-CHO,-COOH,-CO-,A,,,,,
Chemistry,The process of slow conversion of iron into rust in the presence of air and moisture is called:,Corrosion,Rusting,Both A and B,None,C,,,,,
Chemistry,The chemical name of baking soda is:,Sodium bicarbonate,Sodium carbonate,Sodium hydroxide,Sodium chloride,A,,,,,
Chemistry,Acids turn blue litmus paper:,Red,Blue,Yellow,Green,A,,,,,
Chemistry,The metal which is liquid at  room temperature is:,Mercury,Sodium,Potassium,Gallium,A,,,,,
Maths,What is the value of π (pi) approximately?,3.14,2.14,4.14,5.14,A,,,,,
Maths,The sum of angles in a triangle is:,180°,90°,360°,270°,A,,,,,
Maths,The quadratic formula is used to solve equations of the form:,ax² + bx + c = 0,ax + b = 0,ax³ + bx² + c = 0,ax² = 0,A,,,,,
Maths,The area of a circle with radius r is:,πr²,2πr,πr,r²,A,,,,,
Maths,The value of sin 90° is:,1,0,√3/2,1/√2,A,,,,,
Maths,Two parallel lines have slopes that are:,Equal,Negative reciprocals,Different,Zero,A,,,,,
Maths,The HCF of 12 and 18 is:,6,12,18,36,A,,,,,
Maths,The LCM of 4 and 6 is:,12,24,8,6,A,,,,,
Maths,"If a = 5 and b = 3, what is a² + b²?",34,25,30,64,A,,,,,
Maths,The volume of a cube with side a is:,a³,a²,3a,6a²,A,,,,,
Maths,The Pythagorean theorem states:,a² + b² = c²,a + b = c,ab = c,a² - b² = c²,A,,,,,
Maths,"The median of 3, 5, 7, 9, 11 is:",7,5,9,6,A,,,,,
Maths,The mode is the value that:,Occurs most frequently,Is in the middle,Is the average,Is the lowest,A,,,,,
Maths,The formula for the perimeter of a rectangle is:,2(l + w),l × w,l + w,2l + w,A,,,,,
Maths,The discriminant of a quadratic equation is:,b² - 4ac,b² + 4ac,4ac - b²,-b ± √(b² - 4ac),A,,,,,
Maths,The slope of a horizontal line is:,0,1,Undefined,∞,A,,,,,
Maths,The number of sides in a hexagon is:,6,5,7,8,A,,,,,
Maths,"If x/y = 2/3, then 3x equals:",2y,y,3y,6y,A,,,,,
Biology,The powerhouse of the cell is:,Mitochondria,Nucleus,Ribosome,Golgi body,A,,,,,
Biology,Photosynthesis takes place in:,Chloroplasts,Mitochondria,Nucleus,Vacuole,A,,,,,
Biology,The basic unit of life is:,Cell,Tissue,Organ,Organism,A,,,,,
Biology,DNA stands for:,Deoxyribonucleic acid,Diribonucleic acid,Deoxyribose nucleic acid,None,A,,,,,
Biology,The process by which plants make food is called:,Photosynthesis,Respiration,Transpiration,Digestion,A,,,,,
Biology,The largest organ in the human body is:,Skin,Liver,Heart,Brain,A,,,,,
Biology,How many chambers are there in the human heart?,4,2,3,5,A,,,,,
Biology,The study of plants is called:,Botany,Zoology,Biology,Ecology,A,,,,,
Biology,Blood is pumped by the:,Heart,Lungs,Liver,Kidneys,A,,,,,
Biology,The green pigment in plants is:,Chlorophyll,Xanthophyll,Carotene,Anthocyanin,A,,,,,
Biology,The process of releasing water vapor from plants is:,Transpiration,Respiration,Photosynthesis,Absorption,A,,,,,
Biology,Genes are made up of:,DNA,RNA,Proteins,Lipids,A,,,,,
Biology,The organ that filters blood in human body is:,Kidney,Liver,Heart,Lungs,A,,,,,
Biology,The scientific name of human is:,Homo sapiens,Homo erectus,Homo habilis,Homo neanderthalensis,A,,,,,
Biology,Arteries carry blood:,Away from the heart,To the heart,Within organs,To lungs only,A,,,,,
Biology,The respiratory organ in fish is:,Gills,Lungs,Skin,Trachea,A,,,,,
Biology,Insulin is produced by:,Pancreas,Liver,Kidney,Thyroid,A,,,,,
Biology,The part of eye that controls the amount of light entering is:,Iris,Pupil,Cornea,Lens,A,,,,,
Biology,The basic unit of nervous system is:,Neuron,Nephron,Dendrite,Axon,A,,,,,
Biology,Organisms that cannot make their own food are called:,Heterotrophs,Autotrophs,Producers,Decomposers,A,,,,,
